Influent pH,Influent NH4+-N,Influent TN,Influent Flowrate,Wastewater Temperature,DO of Zone 5,TN of Zone 5,COD of Zone 6,TN of Zone 6,DO of Zone 7,COD of Zone 7,TN of Zone 7,Effluent COD,Effluent TN,Energy Consumption,External Carbon Source
7.24,39.90,42.30,41870.00,15.80,9.24,16.30,115.00,14.70,0.22,48.40,11.40,29.00,8.29,17200.00,3.65
7.24,18.10,21.60,21809.00,15.50,10.19,13.00,82.70,11.20,0.23,49.60,10.30,35.70,9.15,16400.00,4.56
7.23,25.90,26.90,56430.00,17.50,8.59,17.80,53.10,15.20,0.22,45.30,12.90,25.00,10.00,21100.00,3.19
7.23,42.50,44.50,34929.00,17.40,8.25,21.20,57.10,17.00,0.22,48.60,14.20,23.60,9.44,20750.00,3.19
7.23,26.70,27.80,58300.00,15.70,6.56,16.30,45.90,12.90,0.23,35.40,10.70,19.40,10.50,20750.00,4.11
7.23,17.80,24.20,60030.00,15.70,6.96,14.30,50.20,10.20,0.23,34.80,8.63,22.40,11.80,20450.00,3.19
7.23,44.50,45.50,19951.00,16.60,10.11,23.40,129.00,21.30,0.81,55.90,18.16,33.00,12.70,16300.00,4.56
7.23,24.70,26.90,15941.00,15.60,10.45,11.90,76.60,8.69,0.23,49.60,7.30,37.40,9.91,14450.00,2.74
7.23,17.90,22.80,50870.00,15.30,7.96,16.50,42.70,12.70,0.71,35.40,10.20,20.30,8.75,19100.00,3.19
7.22,49.70,47.20,24030.00,16.80,9.06,23.00,101.00,12.60,0.22,48.80,8.17,33.00,5.68,19100.00,4.11
7.22,31.60,35.80,40960.00,16.20,10.18,14.60,70.20,12.30,0.23,44.90,9.44,33.60,9.39,14850.00,3.19
7.22,23.30,26.20,30379.00,16.40,10.54,16.60,129.00,14.10,0.23,47.70,12.20,35.80,12.30,13900.00,3.19
7.22,23.60,26.50,11899.00,16.20,9.52,17.50,60.10,12.20,0.23,16.50,9.97,26.00,10.30,20750.00,3.19
7.20,26.50,29.00,51470.00,16.00,6.96,15.70,57.40,13.20,0.23,45.70,11.60,17.60,8.05,20650.00,3.19
7.20,22.30,30.20,5780.00,17.00,8.54,14.40,128.00,9.29,0.21,49.00,10.40,40.20,13.70,14250.00,5.02
7.19,12.20,31.90,58740.00,15.80,8.02,10.70,42.00,9.10,0.23,43.60,9.27,29.50,9.44,20350.00,3.19
7.18,43.90,45.20,21320.00,17.40,8.52,20.80,47.20,17.40,0.27,44.40,14.40,22.50,9.68,21300.00,2.74
7.18,35.90,37.10,43591.00,17.30,8.14,19.40,49.80,15.20,0.22,46.70,11.80,29.70,9.39,21000.00,4.56
7.18,42.80,43.30,33930.00,16.90,9.10,17.30,42.50,14.90,0.22,41.50,11.80,20.10,9.10,20250.00,3.19
7.18,32.80,36.70,41770.00,15.50,9.88,16.20,112.00,13.30,0.22,50.20,12.30,29.30,7.47,19000.00,3.65
7.16,22.10,27.90,54190.00,15.80,5.99,15.00,42.00,11.80,0.23,37.10,11.00,24.00,8.17,21150.00,2.74
7.14,56.00,57.10,24029.00,17.90,10.03,28.10,120.00,17.60,1.03,42.90,10.80,27.20,6.66,19650.00,4.11
7.14,18.70,19.60,49990.00,16.10,9.38,16.70,48.20,12.50,0.64,32.10,10.20,19.00,9.73,19400.00,3.95
7.13,35.70,37.40,40390.00,17.30,8.68,16.70,40.60,11.10,0.22,39.40,10.00,23.10,9.10,21100.00,4.11
7.13,26.20,29.40,50981.00,16.40,10.91,17.90,54.40,11.70,0.98,32.10,8.46,24.20,9.91,20050.00,2.74
7.09,24.80,26.90,36671.00,16.40,10.24,13.70,145.00,11.80,0.23,47.50,9.27,34.30,10.60,13900.00,3.65
6.83,47.50,53.00,22941.00,17.40,9.89,30.00,109.00,21.80,0.92,41.80,12.20,31.10,6.84,18700.00,2.74
7.14,18.70,57.10,21320.00,19.00,8.28,16.20,136.00,17.80,0.20,43.10,14.80,27.10,14.60,10750.00,2.74
7.13,24.80,37.40,24029.00,17.00,9.11,17.40,78.90,23.40,0.26,39.30,16.60,30.00,14.30,9650.00,2.28
8.01,48.50,56.80,22810.00,18.00,6.39,21.80,61.70,20.00,0.18,41.40,15.40,15.20,13.60,12600.00,2.28
7.52,48.90,51.20,37800.00,19.20,3.64,29.60,144.00,17.60,0.48,41.10,13.50,17.10,12.10,12600.00,2.28
7.48,25.50,30.60,35299.00,20.40,9.15,17.80,55.20,17.00,1.48,41.00,12.60,19.60,11.50,13000.00,3.66
7.46,25.50,31.80,44610.00,18.50,9.37,29.80,51.10,16.40,2.09,39.00,11.80,20.80,11.30,13140.00,3.65
7.45,28.20,36.70,43670.00,19.50,4.25,22.50,56.40,15.60,2.63,37.70,11.60,21.00,9.80,13340.00,1.37
7.43,22.10,29.10,22090.00,19.30,6.65,14.50,93.90,14.30,2.86,37.30,11.50,21.70,9.39,13900.00,5.36
7.42,25.90,49.30,34929.00,17.50,11.60,24.50,62.60,14.20,3.98,32.60,10.70,21.80,9.32,13980.00,3.20
7.36,26.10,49.50,36830.00,18.60,2.37,16.50,10.90,13.00,4.12,31.40,10.40,24.30,9.06,14360.00,3.20
7.28,26.50,29.80,36021.00,19.20,9.58,19.20,47.90,12.70,4.22,30.20,10.00,26.40,9.03,14460.00,0.46
